docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category
uiuo.ark+=13960=t3nw03q42,"Stanhope, Louisa Sidney","Stanhope, Louisa Sidney",,1807.0,1807.0,s,1807,    ,"London;Printed at the Minerva-Press, for Lane, Newman, and Co.;1807.",1807,,,,,,7097030.0,enk,8718288,1,1.0,1.0,v.1,1.0,The bandit's bride;,,True,The bandit's bride;,0.0236414278365554,0.0117700073242859,Louisa,f,6.665413533834586,7.01211204703488,26.76492537313433,15.62757574069949,179.07089552238807,1096.7897499443084,1.6,['fiction'],['unknown']
njp.32101064790809,"Stanhope, Louisa Sidney","Stanhope, Louisa Sidney",,1807.0,1807.0,s,1807,    ,"London;Printed at the Minerva-Press, for Lane, Newman, and Co.;1807.",1807,,,,,,7097030.0,enk,8718288,2,5.0,5.0,vol. 2,2.0,"The bandit's bride; | or, The maid of Saxony. A romance ... | $c: By the author of Montbrasil abbey, &c. ... | $n: 1",,True,"The bandit's bride; or, The maid of Saxony. A romance",0.0623627613937271,0.0084889783038552,Louisa,f,6.885826771653544,6.33735817471635,23.95703125,10.658309936523438,177.86328125,991.6024017333984,1.4,['fiction'],['unknown']
uiuo.ark+=13960=t0ns1cv4p,"Sedley, Charles","Sedley, Charles",,1807.0,1807.0,s,1807,    ,London;Printed by D.N. Shury ... for J.F. Hughes ...;1807.,1807,,,,,,24824648.0,enk,8718302,1,1.0,1.0,v.1,1.0,The barouche driver and his wife,,True,The barouche driver and his wife,0.0,0.0,Charles,m,3.663157894736842,2.339168975069252,19.167539267015705,9.207532688248676,93.82722513089006,305.294756174447,2.4,['fiction'],['unknown']
uiuo.ark+=13960=t5bc49403,,,,1807.0,1807.0,s,1807,    ,London;Colburn;1807.,1807,,,,,,49097462.0,enk,8719065,1,1.0,1.0,v.1,1.0,The Convent of Notre Dame,,True,The Convent of Notre Dame,0.1008761873942143,0.3096663626471689,,unknown,7.638059701492537,14.775715638226776,25.85766423357664,24.9614923544142,158.94160583941607,1713.9089988811338,1.5,['unknown'],['unknown']
uiuo.ark+=13960=t2h711v1w,"Roche, Regina Maria","Roche, Regina Maria",1764?-1845.,1807.0,1807.0,s,1807,    ,"London;Printed at the Minerva Press, for Lane, Newman, and Co.;1807.",1807,,,,,,7027021.0,enk,8719317,1,1.0,1.0,v.1,1.0,The discarded son;,,True,The discarded son;,0.0760918988397138,0.0902419801158146,Regina,f,5.1347962382445145,5.383083892650426,28.49375,15.5562109375,196.884375,961.3835058593752,2.3,['fiction'],['unknown']
uiuo.ark+=13960=t8v98r53p,"Lewis, M. G","Lewis, M. G. (Matthew Gregory)",1775-1818.,1807.0,1807.0,s,1807,    ,London;Printed by D.N. Shury for J.F. Hughes;1807.,1807,,,,,PR4887.F48x 1807,972908.0,enk,8719729,1,1.0,1.0,v.1,1.0,Feudal tyrants;,,True,Feudal tyrants;,0.2906290214213942,0.009294493329326,Matthew,m,5.352380952380952,4.666303854875284,25.05993690851735,15.955398103274987,138.73501577287067,649.8477644319279,2.3,['urn:uuid:bf8de9e2-615e-473c-bacc-bee96e781c77'],['english literature']
uiuo.ark+=13960=t5w671c7p,"Mortimer, Edward","Mortimer, Edward",,1807.0,1807.0,s,1807,    ,"London;Printed by J. Dennett, for J.F. Hughes;1807.",1807,,,,,,77209367.0,enk,8719876,1,1.0,1.0,v.1,1.0,The friar Hildargo,,True,The friar Hildargo,0.1056335263526023,0.0815801093340228,Edward,m,5.890756302521009,5.240166654897253,29.725,17.98270833333333,173.8375,1047.21109375,1.5,['unknown'],['unknown']
uiuo.ark+=13960=t7dr3cg9b,"Mangin, Edward","Mangin, Edward",1772-1852.,1807.0,1807.0,s,1807,    ,London;Printed for James Carpenter;1807.,1807,,,George|1738-1820|King of Great Britain|III,,,10450173.0,enk,8719958,1,1.0,1.0,v.1,1.0,George the third,,True,George the third,0.5574680343538602,0.5845996674795182,Edward,m,3.652173913043478,2.0181474480151227,24.10683760683761,16.79627803345752,143.52136752136752,935.1897143692016,1.8,['fiction'],['unknown']
uiuo.ark+=13960=t71v64v75,"Sedley, Charles","Sedley, Charles",,1807.0,1807.0,s,1807,    ,London;Hughes;1807.,1807,,,,,,13352233.0,enk,8720612,1,1.0,1.0,v.1,1.0,"The infidel mother: or, Three winters in London",,True,"The infidel mother: or, Three winters in London",0.0,0.0,Charles,m,5.47872340425532,3.3984834766862835,21.36971830985916,7.965421047411227,130.13028169014083,471.0992238643128,1.9,['unknown'],['unknown']
uiuo.ark+=13960=t2b85x205,"Surr, T. S","Surr, T. S",,1807.0,1807.0,s,1807,    ,London;Hughes;1807.,1807,,,,,,42239879.0,enk,8721463,1,1.0,1.0,v.1,1.0,The mask of fashion;,,True,The mask of fashion;,0.0,0.0,T,unknown,5.703703703703703,16.49739368998628,27.527272727272727,61.69652892561982,155.9090909090909,1095.1880991735538,2.2,['unknown'],['unknown']
uiuo.ark+=13960=t3bz6ss4d,"Reeve, Sophia","Reeve, Sophia",,1807.0,1807.0,s,1807,    ,"London;Printed for the Author, by C. Spilsbury;1807.",1807,,,,,,7025944.0,enk,8721759,1,1.0,1.0,v.1,1.0,The mysterious wanderer,,True,The mysterious wanderer,0.1186161790989377,0.0009493415851801,Sophia,f,4.943396226415095,6.136418654325383,22.090225563909776,78.23246085137657,131.25187969924812,802.3989626321442,2.0,['fiction'],['unknown']
uiuo.ark+=13960=t5z615f3n,"Ormsby, Anne","Ormsby, Anne",,1807.0,1807.0,s,1807,    ,London;Crosby and Co.;1807.,1807,,,,,,496287017.0,enk,8723318,1,1.0,1.0,v.1,1.0,The soldier's family,,True,The soldier's family,0.0189864268922818,0.3304870098547253,Anne,f,5.348668280871671,3.432909848800193,28.7710843373494,14.764465089272756,226.58313253012048,1340.13706488605,1.6,['fiction'],['unknown']
uiuo.ark+=13960=t4rj5439g,"Young, Mary Julia","Young, Mary Julia",,1807.0,1807.0,s,1807,    ,London;Printed by D.N. Shury ... for J.F. Hughes ...;1807.,1807,,,,,,22610942.0,enk,8723619,1,1.0,1.0,v.1,1.0,A summer at Brighton,,True,A summer at Brighton,0.1004002306380232,0.733914080817643,Mary,f,3.83955223880597,3.560077411450212,24.31985294117647,16.84254703719723,132.02941176470588,791.7932525951556,1.5,['fiction'],['unknown']
uiuo.ark+=13960=t6c25jh56,,,,1807.0,1807.0,s,1807,    ,"London;Printed for Longman, Hurst, Rees, and Orme;1807.",1807,,,,,,5756769.0,enk,8723734,1,1.0,1.0,v.1,1.0,Theodore,,True,Theodore,0.0,0.0,,unknown,8.008595988538682,10.358092298092789,27.11614730878187,15.014838414560748,184.70538243626063,1145.4429455336292,1.4,['fiction'],['unknown']
njp.32101038171995,"Ireland, W. H. (William Henry)","Ireland, W. H. (William Henry)",1777-1835.,1807.0,1807.0,s,1807,    ,"London;Printed by J. Smeeton, for Mathews and Leigh;1807.",1807,,,"Politics and government|All the talents|Anecdotes, facetiae, satire, etc|Political satire, English|Barrett, Eaton Stannard|1800-1837|1786-1820",Great Britain,,3731752.0,enk,8889316,1,1.0,1.0,,,"All the blocks! : | or, an antidote to 'All the talents'. A satirical poem in three dialogues / | $c: by Flagellum [i.e. W. Ireland] ...",,True,"All the blocks! : or, an antidote to 'All the talents'. A satirical poem in three dialogues",1.0,0.0,William,m,7.628865979381444,17.037517270698267,20.82474226804124,27.48474864491444,191.4226804123712,5019.110001062812,2.6,['fiction'],['unknown']
njp.32101068353554,"Kotzebue, August von","Kotzebue, August von",1761-1819.,1807.0,1807.0,s,1807,    ,London;Printed for Henry Colburn;1807.,1807,2d ed.|v. 1. The Masquerade.-The pastor's daughter.--v. 2. The pastor's daughter (cont'd).-The protecting spirit.--v. 3. The subterraneous passage.-The revenge.--v. 4. The life of my father.-The romantic wife.,,,,,25327355.0,enk,8970607,1,1.0,1.0,v. 1,1.0,The pastor's daughter : | with other romances. / | $c: From the German of Augustus Von Kotzebue ... In four volumes.,,True,The pastor's daughter : with other romances,0.532284662139702,0.154839412043414,August,m,5.342192691029901,3.334731404730632,20.80983606557377,16.06219833378124,151.52786885245902,1221.2525020155872,0.8,['unknown'],['unknown']
njp.32101068353547,"Kotzebue, August von","Kotzebue, August von",1761-1819.,1807.0,1807.0,s,1807,    ,London;Printed for Henry Colburn;1807.,1807,2d ed.|v. 1. The Masquerade.-The pastor's daughter.--v. 2. The pastor's daughter (cont'd).-The protecting spirit.--v. 3. The subterraneous passage.-The revenge.--v. 4. The life of my father.-The romantic wife.,,,,,25327355.0,enk,8970607,1,1.0,1.0,v. 2,2.0,The pastor's daughter : | with other romances. / | $c: From the German of Augustus Von Kotzebue ... In four volumes.,The pastor's daughter (cont'd).-The protecting spirit,True,The pastor's daughter (cont'd).-The protecting spirit,0.4058405159176173,0.0036706052026409,August,m,6.700404858299595,11.07623465390352,20.68379446640316,26.461278882657123,149.66403162055337,1676.1282319673796,1.1,['unknown'],['unknown']
njp.32101068353539,"Kotzebue, August von","Kotzebue, August von",1761-1819.,1807.0,1807.0,s,1807,    ,London;Printed for Henry Colburn;1807.,1807,2d ed.|v. 1. The Masquerade.-The pastor's daughter.--v. 2. The pastor's daughter (cont'd).-The protecting spirit.--v. 3. The subterraneous passage.-The revenge.--v. 4. The life of my father.-The romantic wife.,,,,,25327355.0,enk,8970607,1,1.0,1.0,v. 3,3.0,The pastor's daughter : | with other romances. / | $c: From the German of Augustus Von Kotzebue ... In four volumes.,The subterraneous passage.-The revenge,True,The subterraneous passage.-The revenge,0.3054688282713532,0.346228830541699,August,m,9.46046511627907,27.922855597620337,20.705882352941178,20.071865850412564,158.52036199095022,2197.5437030363832,1.0,['unknown'],['unknown']
njp.32101068353521,"Kotzebue, August von","Kotzebue, August von",1761-1819.,1807.0,1807.0,s,1807,    ,London;Printed for Henry Colburn;1807.,1807,2d ed.|v. 1. The Masquerade.-The pastor's daughter.--v. 2. The pastor's daughter (cont'd).-The protecting spirit.--v. 3. The subterraneous passage.-The revenge.--v. 4. The life of my father.-The romantic wife.,,,,,25327355.0,enk,8970607,1,1.0,1.0,v. 4,4.0,The pastor's daughter : | with other romances. / | $c: From the German of Augustus Von Kotzebue ... In four volumes.,The life of my father.-The romantic wife,True,The life of my father.-The romantic wife,0.2567100273426457,0.5474360038094923,August,m,6.783783783783784,13.443598038192633,20.37313432835821,23.666740922254395,145.36940298507463,1702.24040710626,0.5,['unknown'],['unknown']
uc2.ark+=13960=t0js9hz58,,,,1807.0,1807.0,q,1807,1828,"London;Printed and sold by E. Marshall, 140, Fleet Street, from Aldermary Church-yard;between 1807 and 1828;(London;Printed & sold by John Marshall, 140 Fleet Street)",1807,,,,,,52968906.0,enk,9360543,1,1.0,1.0,,,"The house that Jack built, a game of forfeits",,True,"The house that Jack built, a game of forfeits",0.9967472865999916,0.9968438219500884,,unknown,2.230769230769231,4.023668639053254,11.133333333333333,68.91555555555556,46.0,2108.133333333333,1.5333333333333334,"['fiction', 'urn:uuid:3e0037da-26a8-400c-ab88-c06edaf0916a', 'urn:uuid:2510360e-34e3-4eee-81d2-a3fdcabad6a8']",['unknown']
hvd.hn2hf3,,,,1807.0,1807.0,s,1807,    ,London;Printed for J. Harris;1807.,1807,2d ed.,,,,,25665778.0,enk,9709082,1,1.0,1.0,,,"The twin sisters; or, The advantages of religion | $c: By the author of 'Trifles; or, Friendly mites: 'Addresses of an affectionate mother:' 'Juliana;' &c. &c.",,True,"The twin sisters; or, The advantages of religion",0.0626520793489296,0.9730109078211652,,unknown,7.593457943925234,9.22257402393222,26.912844036697248,36.71258732429931,247.9816513761468,4035.1097550711215,1.4,['unknown'],['unknown']
hvd.hxjhxx,"Sir, Barnard, John","Barnard, John, Sir",1685-1764.,1807.0,1764.0,s,1807,    ,London;Printed for J.J. Stockdale;1807;([London;T. Gillet),1807,"3rd ed., corr. and enl. ... /|by John Joseph Stockdale.",,Conduct of life,,,15363266.0,enk,9709922,1,1.0,1.0,,,"A present for an apprentice, or, A sure guide to esteem and wealth | with rules for his conduct to his master and in the world / | $c: by a late Lord Mayor of London.",,False,"A present for an apprentice, or, A sure guide to esteem and wealth with rules for his conduct to his master and in the world",0.6034318115407624,0.8520739587971307,John,m,5.711764705882353,5.746332179930796,21.17714285714285,21.837191836734696,148.6742857142857,1257.019624489796,1.6,['unknown'],['unknown']
hvd.hn2tj4,"Lathom, Francis","Lathom, Francis",1774-1832.,1807.0,1807.0,s,1807,    ,"London;Printed for B. Crosby and Co., by J. and E. Hodson;1807.",1807,,,,,,6893187.0,enk,9712365,1,1.0,1.0,v.2,2.0,"Human beings, | a novel ... | $c: By Francis Lathom ...",,True,"Human beings, a novel",0.0,0.0,Francis,m,6.835616438356165,11.137361606305124,25.52054794520548,18.338618877838243,217.1164383561644,1967.1439763557887,2.6,['fiction'],['unknown']
dul1.ark+=13960=t3dz14r97,"Bayfield, E. G","Bayfield, E. G",,1807.0,1807.0,s,1807,    ,"London;Printed by J.G. Barnard, for B. Crosby;1807.",1807,,,,,,13307942.0,enk,10944112,1,1.0,1.0,v.1,1.0,A winter in Bath,,True,A winter in Bath,0.0839953950599686,0.2221628528740181,E,unknown,6.527027027027027,10.70872899926954,21.43234323432344,20.885686588460825,150.73927392739273,1686.6811968325544,1.0,['fiction'],['unknown']
mdp.39015063976966,"Strutt, Joseph","Strutt, Joseph",1749-1802.,1808.0,1802.0,s,1808,    ,"Edinburgh;Printed by J. Ballantyne & co. for J. Murray, London; and A. Constable & co., Edinburgh;1808.",1808,,,,,,5245989.0,stk,122185,2,2.5,2.5,v.1,1.0,"Queenhoo-Hall : | a romance ; and Ancient times, a drama / | $c: by the late Joseph Strutt.",,True,"Queenhoo-Hall : a romance ; and Ancient times, a drama",0.1341819085042787,0.4429543022347948,Joseph,m,5.602996254681648,4.958492895117058,22.176470588235293,14.1159169550173,183.375,1555.1461397058824,2.1,['fiction'],['unknown']
uc2.ark+=13960=t7xk8888r,"Strutt, Joseph","Strutt, Joseph",1749-1802.,1808.0,1802.0,s,1808,    ,"Edinburgh;Printed by J. Ballantyne & co. for J. Murray, London; and A. Constable & co., Edinburgh;1808.",1808,,,,,,5245989.0,stk,122185,3,3.0,3.0,v.2,2.0,Queenhoo-hall,,True,Queenhoo-hall,0.0,0.0,Joseph,m,6.900398406374502,5.245059602228536,26.52755905511811,18.98939797879596,194.1377952755905,1541.898335296671,2.1,['fiction'],['unknown']
uc2.ark+=13960=t5db80k8v,"Mackenzie, Henry","Mackenzie, Henry",1745-1831.,1808.0,1808.0,s,1808,    ,"Edinburgh;Printed by J. Ballantyne and co. for A. Constable and co.; [etc., etc.;1808.",1808,,,"1745-1795|1711-1792|Tytler, William|lord|Blacklock, Thomas|Abercromby, Alexander Abercromby|1721-1791",,PR3543.M2 1808,603184.0,stk,630145,3,3.0,3.0,v.1,1.0,The works of Henry Mackenzie,Man of feeling. Man of the world,True,Man of feeling. Man of the world,0.2123531747308592,0.1312710648495982,Henry,m,6.378109452736318,8.42917254523403,23.963144963144963,25.46547217308888,176.56019656019657,2004.5363026640664,1.7,['unknown'],['english literature']
mdp.39076006602259,"Mackenzie, Henry","Mackenzie, Henry",1745-1831.,1808.0,1808.0,s,1808,    ,"Edinburgh;Printed by J. Ballantyne and co. for A. Constable and co.; [etc., etc.;1808.",1808,"I. Man of feeling. Man of the world.--II. Man of the world (cont.)--III. Julia de Roubigné.--IV. Papers from The Mirror.--V. Papers from The Mirror (cont.) Papers from The Lounger.--VI. Papers from The Lounger (cont.)--VII. Papers from The Lounger (cont.) Life of Dr. Blacklock. Life of Lord Abercromby. Life of William Tytler. Review of the principal proceedings of the Parliament of 1784.--VIII. Poems. Dramatic pieces: The prince of Tunis. The Spanish father. False shame, or The white hypocrit.",,"Lord|1711-1792|1745-1795|Tytler, William|Blacklock, Thomas|Abercromby, Alexander Abercromby|1721-1791",,PR3543.M2 1808,603184.0,stk,630145,3,3.0,3.0,v.2,2.0,"The works of Henry Mackenzie, esq. ...",Man of the world (cont,True,Man of the world (cont,0.0,0.0,Henry,m,5.509803921568627,4.289119569396386,21.28453038674033,24.496390525319743,169.91436464088395,1924.371119623943,1.7,['unknown'],['english literature']
mdp.39015016437736,"Mackenzie, Henry","Mackenzie, Henry",1745-1831.,1808.0,1808.0,s,1808,    ,"Edinburgh;Printed by J. Ballantyne and co. for A. Constable and co.; [etc., etc.;1808.",1808,"I. Man of feeling. Man of the world.--II. Man of the world (cont.)--III. Julia de Roubigné.--IV. Papers from The Mirror.--V. Papers from The Mirror (cont.) Papers from The Lounger.--VI. Papers from The Lounger (cont.)--VII. Papers from The Lounger (cont.) Life of Dr. Blacklock. Life of Lord Abercromby. Life of William Tytler. Review of the principal proceedings of the Parliament of 1784.--VIII. Poems. Dramatic pieces: The prince of Tunis. The Spanish father. False shame, or The white hypocrit.",,"Lord|1711-1792|1745-1795|Tytler, William|Blacklock, Thomas|Abercromby, Alexander Abercromby|1721-1791",,PR3543.M2 1808,603184.0,stk,630145,2,2.0,2.0,v.4,4.0,"The works of Henry Mackenzie, esq. ...",Papers from The Mirror,True,Papers from The Mirror,0.7885732579019845,0.0222248090299848,Henry,m,5.5443645083932855,4.1760893443518565,21.364928909952607,27.070618359875112,169.80331753554503,1809.6603681408767,1.2,['unknown'],['english literature']
uc1.b3288018,"Mackenzie, Henry","Mackenzie, Henry",1745-1831.,1808.0,1808.0,s,1808,    ,"Edinburgh;Printed by J. Ballantyne and co. for A. Constable and co.; [etc., etc.;1808.",1808,"I. Man of feeling. Man of the world.--II. Man of the world (cont.)--III. Julia de Roubigné.--IV. Papers from The Mirror.--V. Papers from The Mirror (cont.) Papers from The Lounger.--VI. Papers from The Lounger (cont.)--VII. Papers from The Lounger (cont.) Life of Dr. Blacklock. Life of Lord Abercromby. Life of William Tytler. Review of the principal proceedings of the Parliament of 1784.--VIII. Poems. Dramatic pieces: The prince of Tunis. The Spanish father. False shame, or The white hypocrit.",,"Lord|1711-1792|1745-1795|Tytler, William|Blacklock, Thomas|Abercromby, Alexander Abercromby|1721-1791",,PR3543.M2 1808,603184.0,stk,630145,2,2.0,2.0,v. 5,5.0,"The works of Henry Mackenzie, esq. ...",Papers from The Mirror (cont.) Papers from The Lounger,True,Papers from The Mirror (cont.) Papers from The Lounger,0.6636541527842554,0.0374052083592502,Henry,m,5.477157360406092,4.305315777268159,21.55361596009975,35.314456999645515,169.02743142144638,1664.3658310582646,2.2,['unknown'],['english literature']
uc2.ark+=13960=t4cn7278b,"Mackenzie, Henry","Mackenzie, Henry",1745-1831.,1808.0,1808.0,s,1808,    ,"Edinburgh;Printed by J. Ballantyne and co. for A. Constable and co.; [etc., etc.;1808.",1808,,,"1745-1795|1711-1792|Tytler, William|lord|Blacklock, Thomas|Abercromby, Alexander Abercromby|1721-1791",,PR3543.M2 1808,603184.0,stk,630145,3,3.0,3.0,v.6,6.0,The works of Henry Mackenzie,Papers from The Lounger (cont,True,Papers from The Lounger (cont,0.2739843966858912,0.0286881613839914,Henry,m,6.023640661938535,6.131828825958901,24.01869158878505,22.28469735348065,172.33177570093457,1628.170298716045,2.0,['unknown'],['english literature']
mdp.39015073763644,"Knight, Ellis Cornelia","Knight, Ellis Cornelia",1757-1837.,1808.0,1808.0,s,1808,    ,London;Printed by J. M'Creery for T. Cadell and W. Davies;1808.,1808,,,"History|English fiction|Empire, 30 B.C.-284 A.D|History",Rome,,22414856.0,enk,652543,1,2.0,2.0,v.1,1.0,"Marcus Flaminius; | or A view of the military, political, and social life of the Romans: in a series of letters from a patrician to his friend ... | $c: By E. Cornelia Knight.",,True,"Marcus Flaminius; or A view of the military, political, and social life of the Romans: in a series of letters from a patrician to his friend",0.694003710921572,0.1063307443769568,Ellis,m,6.439873417721519,5.069169604230092,24.24137931034483,32.94800562101395,208.15047021943573,2962.2720295594577,2.2,['fiction'],['unknown']
