gutenberg_id,title,author
44630,From a Swedish Homestead,"Lagerlöf, Selma"
59376,The Patriot,"Fontenay, Charles L."
43729,"The Lost Pibroch, and other Sheiling Stories","Munro, Neil"
49598,"The Little Angel, and Other Stories","Andreyev, Leonid"
51773,Scent Makes a Difference,"Stamers, James"
29317,There Will Be School Tomorrow,"Thiessen, V. E."
44328,Our Square and the People in It,"Adams, Samuel Hopkins"
27921,The Love of Frank Nineteen,"Knight, David C."
59495,Reject,"Johnson, John"
60305,The Last Brave Invader,"Fontenay, Charles L."
3086,Original Short Stories — Volume 10,"Maupassant, Guy de"
11395,Cheerful—By Request,"Ferber, Edna"
59050,"Poker Jim, Gentleman, and Other Tales and Sketches","Lydston, G. Frank (George Frank)"
60294,Welsh Rarebit Tales,"Cummins, Harle Oren"
61003,Stories of Tragedy,
48510,Thirteen Stories,"Cunninghame Graham, R. B. (Robert Bontine)"
62346,In Black and White,"Kipling, Rudyard"
14449,Dutch Courage and Other Stories,"London, Jack"
47405,"""Short Sixes"": Stories to be Read While the Candle Burns","Bunner, H. C. (Henry Cuyler)"
48620,The Third Circle,"Norris, Frank"
55801,Teen-age Super Science Stories,"Elam, Richard M. (Richard Mace)"
2569,The Day's Work,"Kipling, Rudyard"
16405,Stories of Mystery,
37477,Taking Chances,"Cullen, Clarence Louis"
41232,Hungry Hearts,"Yezierska, Anzia"
59964,The Open Window: Tales of the Months,"Wright, Mabel Osgood"
63025,A Night in Acadie,"Chopin, Kate"
2295,Waifs and strays [part 1],"Henry, O."
75147,"The collected stories of Elisabeth Sanxay Holding from Munsey's Magazine, 1920-1928","Holding, Elisabeth Sanxay"
24351,The Triumph Of Night: 1916,"Wharton, Edith"
50044,Romantic legends of Spain,"Bécquer, Gustavo Adolfo"
1870,"Reginald in Russia, and Other Sketches",Saki
3085,Original Short Stories — Volume 09,"Maupassant, Guy de"
12995,The Matador of the Five Towns and Other Stories,"Bennett, Arnold"
32772,Rewards and Fairies,"Kipling, Rudyard"
40964,Tony and the Beetles,"Dick, Philip K."
50613,My Short Story Book,Various
75758,Dames,"Leinster, Murray"
23937,"The Happy Prince, and Other Tales","Wilde, Oscar"
28644,Beyond the Door,"Dick, Philip K."
51499,Blueblood,"Harmon, Jim"
61429,The Heart of a Dog,"Terhune, Albert Payson"
51249,Spacemen Die at Home,"Ludwig, Edward W."
57904,The Doom of London,"White, Fred M. (Fred Merrick)"
73141,American short stories : $b Selected and edited with an introductory essay on the short story by Charles Sears Baldwin,
37242,Stories and Pictures,"Peretz, Isaac Loeb"
51193,Pictures Don't Lie,"MacLean, Katherine"
59141,Blow the Man Down,"Fontenay, Charles L."
59476,"More E. K. Means: Is This a Title? It Is Not. It Is the Name of a Writer of Negro Stories, Who Has Made Himself So Completely the Writer of Negro Stories That This Second Book, Like the First, Needs No Title","Means, E. K. (Eldred Kurtz)"
2031,The Lock and Key Library: The Most Interesting Stories of All Nations: Real Life,
4593,"Friends and Neighbors; Or, Two Ways of Living in the World",
32777,The Great Keinplatz Experiment and Other Tales of Twilight and the Unseen,"Doyle, Arthur Conan"
38918,Vignettes of Manhattan; Outlines in Local Color,"Matthews, Brander"
1980,Stories by English Authors: Africa (Selected by Scribners),
2809,Main-Travelled Roads,"Garland, Hamlin"
7120,"Knock, Knock, Knock and Other Stories","Turgenev, Ivan Sergeevich"
22440,The Gift of the Magi,"Henry, O."
28698,The Crystal Crypt,"Dick, Philip K."
61701,O. Henry Encore,"Henry, O."
69297,Tales for Christmas Eve,"Broughton, Rhoda"
17031,The Disentanglers,"Lang, Andrew"
70478,The silver key,"Lovecraft, H. P. (Howard Phillips)"
39170,"Dorothy, and Other Italian Stories","Woolson, Constance Fenimore"
52776,X Marks the Pedwalk,"Leiber, Fritz"
59373,Catalysis,"Anderson, Poul"
911,Tales of the Fish Patrol,"London, Jack"
2588,Stories by English Authors: Scotland (Selected by Scribners),
39378,Mortal Coils,"Huxley, Aldous"
75624,The house of joy,"Housman, Laurence"
1208,South Sea Tales,"London, Jack"
7239,"Men, Women, and Boats","Crane, Stephen"
38302,The Lonely Ones,"Ludwig, Edward W."
647,The Dynamiter,"Stevenson, Robert Louis; Stevenson, Fanny Van de Grift"
18776,"The Wit and Humor of America, Volume IV. (of X.)",
30105,"The Strand Magazine, Vol. 05, Issue 26, February 1893: An Illustrated Monthly",Various
51075,A Stone and a Spear,"Jones, Raymond F."
58954,The Enchanted Burro: And Other Stories as I Have Known Them from Maine to Chile and California,"Lummis, Charles Fletcher"
75539,From the four winds,"Galsworthy, John"
760,Enoch Soames: A Memory of the Eighteen-Nineties,"Beerbohm, Max, Sir"
2227,Soldiers Three - Part 2,"Kipling, Rudyard"
32434,All In The Mind,"Henderson, Gene L."
36465,Top-of-the-World Stories for Boys and Girls: Translated from the Scandinavian Languages,
61136,E Being,"Stamers, James"
1603,The Blue Flower,"Van Dyke, Henry"
8913,The Portent and Other Stories,"MacDonald, George"
22966,Toy Shop,"Harrison, Harry"
23197,Subversive,"Reynolds, Mack"
23210,Missing Link,"Herbert, Frank"
25629,Postmark Ganymede,"Silverberg, Robert"
1853,The ninth vibration and other stories,"Beck, L. Adams (Lily Adams)"
8727,The Last Galley; Impressions and Tales,"Doyle, Arthur Conan"
39097,Woven with the Ship: A Novel of 1865: Together with certain other veracious tales of various sorts,"Brady, Cyrus Townsend"
51129,A Gift from Earth,"Banister, Manly"
51957,Tales from a Rolltop Desk,"Morley, Christopher"
53729,In Partnership: Studies in story-telling,"Bunner, H. C. (Henry Cuyler); Matthews, Brander"
27722,Masterpieces of Mystery in Four Volumes: Ghost Stories,
72064,"The book of Scottish story : $b historical, humorous, legendary, and imaginative, selected from the works of standard Scottish authors",Various
29720,Hall of Mirrors,"Brown, Fredric"
34536,Strange Stories of Colonial Days,Various
46452,"The Strand Magazine, Vol. 01, No. 05, May 1891: An Illustrated Monthly",Various
51519,The Drug,"MacApp, C. C."
58581,The Story of the Siren,"Forster, E. M. (Edward Morgan)"
3089,Original Short Stories — Volume 13,"Maupassant, Guy de"
31659,Side-stepping with Shorty,"Ford, Sewell"
32436,Duel on Syrtis,"Anderson, Poul"
38287,We're Civilized!,"Clifton, Mark; Apostolides, Alex"
60529,"The Fascinating Stranger, and Other Stories","Tarkington, Booth"
65839,The Stranger,"Dickson, Gordon R."
18831,Time and Time Again,"Piper, H. Beam"
40108,Tales of Secret Egypt,"Rohmer, Sax"
51820,Honoré de Balzac,"Balzac, Honoré de"
62109,The Star Mouse,"Brown, Fredric"
37148,The Other Fellow,"Smith, Francis Hopkinson"
51736,Star-Crossed Lover,"Stuart, William W."
2135,Stories by English Authors: London (Selected by Scribners),
33118,Just Around the Corner: Romance en casserole,"Hurst, Fannie"
7955,Historical Miniatures,"Strindberg, August"
17375,"The Works of Guy de Maupassant, Volume 2","Maupassant, Guy de"
54351,In Beaver Cove and Elsewhere,"Crim, Matt, Miss"
59255,Easy Does It,"Von Wald, E. G."
61138,"Contact, and Other Stories","Hart, Frances Noyes"
61242,The Winning of the Moon,"Neville, Kris"
73893,"Short story classics (Foreign), Vol. 5, French II",
15610,"First Love, and Other Fascinating Stories of Spanish Life",
51046,...And It Comes Out Here,"Del Rey, Lester"
41793,"The Strand Magazine, Vol. 17, February 1899, No. 98.",Various
46462,Recollections of a Policeman,"Russell, William"
51588,Security Plan,"Farrell, Joseph"
9227,"The New Adam and Eve (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel"
30622,The Unknown Quantity: A Book of Romance and Some Half-Told Tales,"Van Dyke, Henry"
36638,A Book of Ghosts,"Baring-Gould, S. (Sabine)"
44322,"A Bird of Passage, and Other Stories","Harraden, Beatrice"
46581,The Mystery of Choice,"Chambers, Robert W. (Robert William)"
50438,"Jaunty Jock, and Other Stories","Munro, Neil"
60239,Stories of the East,"Woolf, Leonard"
24149,The Ambulance Made Two Trips,"Leinster, Murray"
24274,The Native Soil,"Nourse, Alan Edward"
44113,"The Strand Magazine, Vol. 27, January 1904, No. 157",Various
48254,"Moni the Goat Boy, and Other Stories","Spyri, Johanna"
50129,Sam Lawson's Oldtown Fireside Stories: With Illustrations,"Stowe, Harriet Beecher"
50818,How to Make Friends,"Harmon, Jim"
60368,The heir: A love story,"Sackville-West, V. (Victoria)"
22357,Danger! and Other Stories,"Doyle, Arthur Conan"
32101,The Crimson Gardenia and Other Tales of Adventure,"Beach, Rex"
74550,"Great short stories, Volume 3 (of 3) : $b Romance & Adventure",
4038,Imaginary Portraits,"Pater, Walter"
2327,Some Short Stories [by Henry James],"James, Henry"
33911,Beggars on Horseback,"Jesse, F. Tennyson (Fryniwyd Tennyson)"
37573,"Pencil Sketches; or, Outlines of Character and Manners","Leslie, Eliza"
51751,"Oh, Rats!","De Ford, Miriam Allen"
59982,The Human Element,"Kelley, Leo P."
2828,Under the Deodars,"Kipling, Rudyard"
5603,Seven Icelandic Short Stories,
38991,"Roumanian Stories, Translated from the Original Roumanian",
288,The Certain Hour (Dizain des Poëtes),"Cabell, James Branch"
352,Buttered Side Down: Stories,"Ferber, Edna"
2830,Reginald,Saki
8893,Selections from Poe,"Poe, Edgar Allan"
19029,The Gifts of Asti,"Norton, Andre"
34470,The Blue Jar Story Book,"Lamb, Charles; Lamb, Mary; Edgeworth, Maria; Mant, Alicia Catherine"
45172,Fresh Leaves,"Fern, Fanny"
23014,"""A Soldier Of The Empire""","Page, Thomas Nelson"
31217,Household Papers and Stories,"Stowe, Harriet Beecher"
61187,All That Earthly Remains,"MacApp, C. C."
17785,Divers Women,"Pansy; Livingston, C. M., Mrs."
23171,"The Tipster: 1901, From ""Wall Street Stories""","Lefevre, Edwin"
34618,Twenty-Four Unusual Stories for Boys and Girls,"Tyler, Anna Cogswell"
43706,Wounds in the rain: War stories,"Crane, Stephen"
58883,The Men of Boru,"Nelson, Jack A."
74980,"The best stories of Sarah Orne Jewett, Volume 2 (of 2)","Jewett, Sarah Orne"
75431,Abracadabra & other satires,"Galsworthy, John"
299,Tales from Two Hemispheres,"Boyesen, Hjalmar Hjorth"
7870,Tales of Daring and Danger,"Henty, G. A. (George Alfred)"
30305,DP,"Savage, Arthur Dekker"
75427,The incredible slingshot bombs,"Williams, Robert Moore"
12150,"North, South and Over the Sea","Francis, M. E."
52029,Unvarnished Tales,"Mackay, William"
65384,And Five Were Foolish,"Yates, Dornford"
65691,The Alien Dies at Dawn,"Garrett, Randall; Silverberg, Robert"
9463,The Under Dog,"Smith, Francis Hopkinson"
59652,Cronus of the D. F. C.,"Biggle, Lloyd, Jr."
1053,Within the Tides: Tales,"Conrad, Joseph"
3081,Original Short Stories — Volume 05,"Maupassant, Guy de"
26867,John Jones's Dollar,"Keeler, Harry Stephen"
31601,An Empty Bottle,"Wolf, Mari"
37707,A Night on the Borders of the Black Forest,"Edwards, Amelia B."
41455,The Lady in the Car,"Le Queux, William"
52784,Heavenly Gifts,"Kolom, Aaron L."
58995,Seller of the Sky,"Dryfoos, Dave"
59920,The Little Gods: A Masque of the Far East,"Thomas, Rowland"
3087,Original Short Stories — Volume 11,"Maupassant, Guy de"
20798,"The Strand Magazine,  Vol. 05, Issue 28, April 1893: An Illustrated Monthly",Various
21616,"The Ape, the Idiot & Other People","Morrow, W. C."
32011,Special Delivery,"Knight, Damon"
56929,Pictures of Hellas: Five Tales of Ancient Greece,"Mariager, Peder"
63307,The Untamed: Range Life in the Southwest,"Pattullo, George"
19324,"The Wit and Humor of America, Volume VI. (of X.)",
32109,"Tales of the Caravan, Inn, and Palace","Hauff, Wilhelm"
40963,"Johnny Ludlow, Sixth Series","Wood, Henry, Mrs."
45685,Mr. Poskitt's Nightcaps: Stories of a Yorkshire Farmer,"Fletcher, J. S. (Joseph Smith)"
52563,"The Hand of the Mighty, and Other Stories","Kester, Vaughan"
59904,"Tony, the Hero; Or, A Brave Boy's Adventures with a Tramp","Alger, Horatio, Jr."
18086,A Dozen Ways Of Love,"Dougall, L. (Lily)"
25078,No Moving Parts,"Yaco, Murray F."
50948,Of All Possible Worlds,"Tenn, William"
51420,License to Steal,"Newman, Louis"
73793,The lost race,"Howard, Robert E. (Robert Ervin)"
75598,The Problem Club,"Pain, Barry"
715,The Moon Endureth: Tales and Fancies,"Buchan, John"
30251,Disqualified,"Fontenay, Charles L."
32162,The Beasts in the Void,"Fairman, Paul W."
32906,Thy Name Is Woman,"Walton, Bryce"
34884,"Tales of the Trains: Being Some Chapters of Railroad Romance by Tilbury Tramp, Queen's Messenger","Lever, Charles James"
41613,"The Strand Magazine, Vol. 01, January 1891: An Illustrated Monthly",Various
46596,"The Strand Magazine, Vol. 01, No. 06, June 1891: An Illustrated Monthly",Various
50877,Education of a Martian,"Shallit, Joseph"
54761,Children of Men,"Lessing, Bruno"
59447,The Barbarians,"Godwin, Tom"
59558,"Your Servant, Sir","Boren, Sol"
61186,Gramp,"De Vet, Charles V."
1096,The Faith of Men,"London, Jack"
1444,The Voice of the City: Further Stories of the Four Million,"Henry, O."
20231,Earth's Enigmas: A Volume of Stories,"Roberts, Charles G. D., Sir"
24716,The heart of Happy Hollow : $b A collection of stories,"Dunbar, Paul Laurence"
33634,The Night Operator,"Packard, Frank L. (Frank Lucius)"
34365,Held for Orders: Being Stories of Railroad Life,"Spearman, Frank H. (Frank Hamilton)"
40501,The Blower of Bubbles,"Baxter, Beverley"
56527,In a Quiet Village,"Baring-Gould, S. (Sabine)"
58802,Community Property,"Coppel, Alfred"
61017,Tales of a Vanishing River,"Reed, Earl H. (Earl Howell)"
75566,Visibility—Zero,"Stearns, Myron M. (Myron Morris)"
809,Holiday Romance,"Dickens, Charles"
3088,Original Short Stories — Volume 12,"Maupassant, Guy de"
4960,"On Picket Duty, and Other Tales","Alcott, Louisa May"
32710,Doom of the House of Duryea,"Peirce, Earl"
59157,Escape Mechanism,"Fritch, Charles E."
59494,Night Court,"Arkawy, Norman"
2399,Imaginary Portraits,"Pater, Walter"
31012,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 17","Stevenson, Robert Louis"
38172,Atlantic Narratives: Modern Short Stories,"Nesbit, E. (Edith); Lucas, E. V. (Edward Verrall); Galsworthy, John; Sherwood, Margaret Pollock; Canby, Henry Seidel; Sedgwick, Anne Douglas; Dobie, Charles Caldwell; Sharp, Dallas Lore; Comer, Cornelia A. P. (Cornelia Atwood Pratt); Ashe, Elizabeth; Doty, Madeleine Z. (Madeleine Zabriskie); Dwight, H. G. (Harrison Griswold); Gerould, Katharine Fullerton; Hathaway, Katharine Butler; Humphrey, Zephine; Lerner, Mary; Louriet, F. J.; Lynn, Margaret; Mercer, C. A.; Montague, Margaret Prescott; Starr, Ernest; Stone, Amy Wentworth; Taylor, Arthur Russell"
38188,Amusement Only,"Marsh, Richard"
41598,Bypaths in Dixie: Folk Tales of the South,"Cocke, Sarah Johnson"
42633,"The Strand Magazine, Vol. 01, Issue 02, February 1891: An Illustrated Monthly",Various
43558,The Sandman's Hour: Stories for Bedtime,"Walker, Abbie Phillips"
61355,The Abandoned of Yan,"Daley, Donald F."
295,The Early Short Fiction of Edith Wharton — Part 1,"Wharton, Edith"
2071,Stories by English Authors: Germany (Selected by Scribners),
24188,"The Strand Magazine, Vol. 05, Issue 30, June 1893: An Illustrated Monthly",Various
26153,The Last of the Legions and Other Tales of Long Ago,"Doyle, Arthur Conan"
36719,The Scapegoat,"Maples, Richard"
44224,Old Judge Priest,"Cobb, Irvin S. (Irvin Shrewsbury)"
50802,A City Near Centaurus,"Doede, William R."
59304,Bright Islands,"Riley, Frank"
3192,"The Curious Republic of Gondour, and Other Whimsical Sketches","Twain, Mark"
19356,Golden Stories: A Selection of the Best Fiction by the Foremost Writers,Various
23783,Eliza,"Pain, Barry"
41458,The Gay Triangle: The Romance of the First Air Adventurers,"Le Queux, William"
59587,Corbow's Theory,"Wallot, Lee"
32584,The Secret of Kralitz,"Kuttner, Henry"
58899,Journey Work,"Dryfoos, Dave"
67362,Glow Worm,"Ellison, Harlan"
18811,The Light Princess and Other Fairy Stories,"MacDonald, George"
22522,Artists' Wives,"Daudet, Alphonse"
22866,An Ounce of Cure,"Nourse, Alan Edward"
25056,The Brothers-In-Law: A Tale of the Equatorial Islands; and The Brass Gun of the Buccaneers: 1901,"Becke, Louis"
34627,"The Dealings of Captain Sharkey, and Other Tales of Pirates","Doyle, Arthur Conan"
59001,"The Strand Magazine, Vol. 01, No. 04 (April 1891)",Various
71002,Debits and credits,"Kipling, Rudyard"
73177,Cool air,"Lovecraft, H. P. (Howard Phillips)"
23530,Adventures in Many Lands,Various
30288,Sight Gag,"Janifer, Laurence M."
32238,A Thought For Tomorrow,"Gilbert, Robert E."
33380,Love's Usuries,"Creswicke, Louis"
35004,Abbé Aubain and Mosaics,"Mérimée, Prosper"
35759,Security Risk,"Clinton, Ed M."
75523,The achievements of Luther Trant,"MacHarg, William; Balmer, Edwin"
17504,The Mintage: Being Ten Stories & One More,"Hubbard, Elbert"
22073,The Repairman,"Harrison, Harry"
24313,Once a week,"Milne, A. A. (Alan Alexander)"
30062,The Plague,"Keller, Teddy"
47016,"Ainslee's magazine, Volume 16, No. 2, September, 1905",Various
54424,"Lotta Schmidt, and Other Stories","Trollope, Anthony"
3723,A Ride Across Palestine,"Trollope, Anthony"
24350,Kerfol: 1916,"Wharton, Edith"
