docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob	first_name	estimated_gender
uc1.b4670380	Jacobs, W. W. (William Wymark)	Jacobs, W. W. (William Wymark)	1863-1943.	1897.0	1897.0	s	1897	    	London;C.A. Pearson;1897	1897							enk	11158368	1	1.0	1.0			The skipper's wooing ; | and, The brown man's servant		True	The skipper's wooing ; and, The brown man's servant	0.0332657712246507	0.0168008555516809	William	m
loc.ark+=13960=t8jd5qz45	Sun, Yat-sen	Sun, Yat-sen		1897.0	1897.0	s	1897	    	Bristol;J. W. Arrowsmith; [etc., etc.;1897.	1897					DS777.A3		enk	11206971	1	1.0	1.0			Kidnapped in London		True	Kidnapped in London	0.8315501627088169	0.0060772842225231	Yat	unknown
wu.89007382724				1897.0	1897.0	t	1901	1897	London;Printed for subscribers only;1901.	1901	Delhi ed.	Novel				45671187.0	enk	11986306	1	1.0	1.0			Alaeddin and the enchanted lamp ; | Zein Ul Asnam and the King of Jinn : two stories / | $c: done into English from the recently discovered Arabic text by John Payne.		True	Alaeddin and the enchanted lamp ; Zein Ul Asnam and the King of Jinn : two stories	0.3212205231378475	0.2210473231569792		unknown
mdp.39015060438713	Higginson, Thomas Wentworth	Higginson, Thomas Wentworth	1823-1911.	1898.0	1898.0	s	1898	    	London;Macmillan company;New York;The Macmillan company;1898.	1898			Geographical myths|Legends			1443670.0	enk	116216	1	4.0	4.0			Tales of the enchanted islands of the Atlantic, | $c: by Thomas Wentworth Higginson, with illustrations by Albert Herter.		True	Tales of the enchanted islands of the Atlantic	0.0	0.0	Thomas	m
mdp.39015063918547	Eggleston, George Cary	Eggleston, George Cary	1839-1911.	1898.0	1898.0	s	1898	    	New York;The Macmillan company;London;Macmillan & co., ltd.;1898.	1898			History|Civil War, 1861-1865	United States	E655.E29PZ3	7045318.0	enk	125578	2	3.0	3.0			Southern soldier stories, | $c: by George Cary Eggleston ... With illustrations by R.F. Zogbaum.		True	Southern soldier stories	0.5766102107842025	0.0037827307930515	George	m
uc2.ark+=13960=t22b8zz7z	Le Gallienne, Richard	Le Gallienne, Richard	1866-1947.	1898.0	1898.0	s	1898	    	London;New York;J. Lane;1898.	1898						6480114.0	enk	158428	2	3.0	3.0			The romance of Zion chapel		True	The romance of Zion chapel	0.0952797418189818	0.0091836943649142	Richard	m
uc2.ark+=13960=t22b90q3p	Whyte-Melville, G. J	Whyte-Melville, G. J. (George John)	1821-1878.	1898.0	1878.0	m	1898	1902	London;W. Thacker;1898-1902	1898-1902						32521148.0	enk	163133	2	4.0	4.0	v.04	4.0	Works	Market Harborough. Inside the bar	True	Market Harborough. Inside the bar	0.1839945785597938	0.0257492904015952	George	m
mdp.39015070463313	Whyte-Melville, G. J. (George John)	Whyte-Melville, G. J. (George John)	1821-1878.	1898.0	1878.0	m	1898	1902	London;W. Thacker;1898-1902	1898-1902	v.1. Riding recollections.--v.2. Katerfelto.--v.3. Uncle John.--v.4. Market Harborough. Inside the bar.--v.5. Contraband.--v.6. M. or N.--v.7. Tilbury Nogo.--v.8. Songs and verses. Bones and I.--v.9. Black but comely.--v.10. The Brookes of Bridlemere.--v.11. The white rose.--v.12. Roy's wife.--v.13. Satanella.--v.14. Digby Grand.--v.15. Sarchedon.--v.16. Sister Louis. Rosine.--v.17. Kate Coventry.--v.18. Cerise.--v.19. The queen's Maries.--v.20. Holmby house.--v.21. General Bounce.--v.22. The g					32521148.0	enk	163133	3	3.0	3.0	v.22	22.0	[Works, | $c: edited by Sir Herbert Maxwell]	The g	True	The g	0.1064373086841422	0.0049456898336773	George	m
mdp.39015070463321	Whyte-Melville, G. J. (George John)	Whyte-Melville, G. J. (George John)	1821-1878.	1898.0	1878.0	m	1898	1902	London;W. Thacker;1898-1902	1898-1902	v.1. Riding recollections.--v.2. Katerfelto.--v.3. Uncle John.--v.4. Market Harborough. Inside the bar.--v.5. Contraband.--v.6. M. or N.--v.7. Tilbury Nogo.--v.8. Songs and verses. Bones and I.--v.9. Black but comely.--v.10. The Brookes of Bridlemere.--v.11. The white rose.--v.12. Roy's wife.--v.13. Satanella.--v.14. Digby Grand.--v.15. Sarchedon.--v.16. Sister Louis. Rosine.--v.17. Kate Coventry.--v.18. Cerise.--v.19. The queen's Maries.--v.20. Holmby house.--v.21. General Bounce.--v.22. The g					32521148.0	enk	163133	1	3.0	3.0	v.23	23.0	[Works, | $c: edited by Sir Herbert Maxwell]		True	[Works	0.1269506719584661	0.0046226372416012	George	m
njp.32101071956799	fróði, Ari Þorgilsson	fróði, Ari Þorgilsson	1067-1148.	1898.0	1898.0	s	1898	    	Kendal;T. Wilson;1898.	1898			History	Iceland		4273227.0	enk	235830	1	1.0	1.0			The book of the settlement of Iceland. | $c: Tr. from the original Icelandic of Ari the Learned, by Rev. T. Ellwood ...		True	The book of the settlement of Iceland	0.6646070992298639	0.4192358182866116	Ari	m
mdp.39015064443982	Anstey, F	Anstey, F	1856-1934.	1898.0	1898.0	s	1898	    	London;G. Richards;1898	1898						12627070.0	enk	245214	1	1.0	1.0			Paleface and Redskin, | and other stories for boys and girls, | $c: by F. Anstey [pseud.] Illustrated by Gordon Browne.		True	Paleface and Redskin, and other stories for boys and girls	0.0442798672018062	0.9593261081331332	F	unknown
mdp.39015065549191	Ross, Martin	Ross, Martin	1862-1915.	1898.0	1898.0	s	1898	    	London;Lawrence & Bullen;1898.	1898						2671227.0	enk	245759	1	1.0	1.0			The silver fox, | $c: by Martin Ross [pseud.], and E. Œ. Somerville.		True	The silver fox	0.32227303192981	0.0106058052001287	Martin	m
njp.32101064786278	Atherton, Gertrude Franklin Horn	Atherton, Gertrude Franklin Horn	1857-1948.	1898.0	1898.0	s	1898	    	London;New York;J. Lane;1898.	1898						1723756.0	enk	281198	2	4.0	4.0			The Californians / | $c: by Gertrude Atherton.		True	The Californians	0.2013486689285292	0.0273105594960233	Gertrude	f
uc2.ark+=13960=t5h993r4c	Austin, Alfred	Austin, Alfred	1835-1913.	1898.0	1898.0	s	1898	    	London;Macmillan and co., limited;New York;The Macmillan company;1898.	1898			Italy|Description and travel		PR4042.L3 1898	2364166.0	enk	283717	2	2.0	2.0			Lamia's winter-quarters		True	Lamia's winter-quarters	0.5620633830144499	0.0604422802629059	Alfred	m
mdp.39015063551504	Crockett, S. R. (Samuel Rutherford)	Crockett, S. R. (Samuel Rutherford)	1860-1914.	1898.0	1898.0	s	1898	    	London;Smith, Elder and co.;1898.	1898						3805017.0	enk	286433	1	3.0	3.0			The red axe, | $c: by S. R. Crockett. [With illustrations by Frank Richards]		True	The red axe	0.1824040605393488	0.2706462354140081	Samuel	m
uc2.ark+=13960=t27945m27	Munthe, Axel	Munthe, Axel	1857-1949.	1898.0	1898.0	s	1898	    	London;J. Murray;1898.	1898						367213.0	enk	322694	3	3.0	3.0			Vagaries		True	Vagaries	0.3874710732150021	0.0256713680510211	Axel	m
mdp.39015063927282	Sedgwick, Anne Douglas	Sedgwick, Anne Douglas	1873-1935.	1898.0	1898.0	s	1898	    	London;W. Heinemann;1898.	1898						9915295.0	enk	326045	1	4.0	4.0			The dull Miss Archinard, | $c: by Anne Douglas Sedgwick.		True	The dull Miss Archinard	0.0764845293202898	0.5470074468756614	Anne	f
mdp.39015030706421	Maugham, W. Somerset (William Somerset)	Maugham, W. Somerset, (William Somerset)	1874-1965.	1898.0	1898.0	s	1898	    	London;T. Fisher Unwin ...;1898.	1898						7467799.0	enk	569716	1	3.0	3.0			The making of a saint / | $c: by William Somerset Maugham.		True	The making of a saint	0.0806741189399715	0.040862541758492	W	unknown
mdp.39015024233630	Egerton, George	Egerton, George	1859-1945.	1898.0	1898.0	s	1898	    	London;New York;J. Lane;1898.	1898	The star worshipper.--The elusive melody.--The Mandrake Venus.--The futile quest.--The kingdom of dreams.--The well of truth.				PZ3.B7685F	2198837.0	enk	582584	1	1.0	1.0			Fantasias, | $c: by George Egerton [pseud.]		True	Fantasias	0.4054643858510824	0.2688683750219713	George	m
mdp.39015012987494	Twain, Mark	Twain, Mark	1835-1910.	1898.0	1898.0	s	1898	    	London;Chatto & Windus;1898.	1898	Third edition.		Voyages around the world|Description and travel	India|Australia		3702255.0	enk	663788	1	1.0	1.0			More tramps abroad, | $c: by Mark Twain [pseud.]		True	More tramps abroad	0.8469551182989454	0.0329694391817128	Mark	m
uc1.b4102369	Morris, William	Morris, William	1834-1896.	1898.0	1896.0	s	1898	    	New York;London [etc.;Longmans, Green, and co.;1898.	1898					PZ3.M8345Su	7561150.0	enk	671137	3	6.0	4.0			The Sundering Flood, | $c: by William Morris.		True	The Sundering Flood	0.1295366143654001	0.8172123865647888	William	m
mdp.39015063759818	Sladen, Douglas Brooke Wheelton	Sladen, Douglas Brooke Wheelton	1856-1947.	1898.0	1898.0	s	1898	    	London;Hutchinson;1898.	1898						3180013.0	enk	782515	3	3.0	3.0			The Admiral : | a romance of Nelson in the year of the Nile / | $c: by Douglas Sladen.		True	The Admiral : a romance of Nelson in the year of the Nile	0.4272710633990584	0.02230828898887	Douglas	m
mdp.39015031007571	Graham, William	Graham, William		1898.0	1898.0	s	1898	    	London;Smithers;1898.	1898	- Chats with Jane Clermont.- The secret of the Byron separation.- Keats and Severn.		1795-1821|1792-1822|Shelley, Percy Bysshe|Byron, George Gordon Byron|Baron|1788-1824|Keats, John			37581465.0	enk	915783	3	3.0	3.0			Last links with Byron, Shelley, and Keats.		True	Last links with Byron, Shelley, and Keats	0.2683514573949856	0.002995076400825	William	m
mdp.39015030841350	Graves, Charles L. (Charles Larcom)	Graves, Charles L. (Charles Larcom)	1856-1944.	1898.0	1898.0	s	1898	    	Bristol, Eng.;J.W. Arrowsmith;1898	1898			Utopias			5088031.0	enk	949436	1	1.0	1.0			The war of the wenuses / | $c: translated from the Artesian of H.G. Pozzuoli by C.L. Graves and E.V. Lucas.		True	The war of the wenuses	0.6399200171829987	0.0613556616320677	Charles	m
mdp.39015030718079	Johnston, John	Johnston, John		1898.0	1898.0	s	1898	    	Manchester, [Eng.;Labour Press Ltd.;1898.	1898			Friends and associates|1819-1892|Authors, American|19th century|Whitman, Walt			67164783.0	enk	1071662	1	1.0	1.0			Diary notes of a visit to Walt Whitman and some of his friends in 1890 / | $c: by John Johnston, M.D. ; with a series of original photographs.		True	Diary notes of a visit to Walt Whitman and some of his friends in 1890	0.9516393618586688	0.9605828671529544	John	m
nyp.33433074971403	Merrick, Leonard	Merrick, Leonard	1864-1939.	1898.0	1898.0	s	1898	    	London;G. Richards;1898.	1898			English fiction			1328199.0	enk	1419006	1	10.0	10.0			The actor-manager.		True	The actor-manager	0.1709226960164422	0.0934468109089104	Leonard	m
uc2.ark+=13960=t5q81cb58	Gissing, George	Gissing, George	1857-1903.	1898.0	1898.0	s	1898	    	London;Lawrence and Bullen, ltd.;1898.	1898						994455.0	enk	1420011	1	4.0	3.0			Human odds and ends		True	Human odds and ends	0.1202492177938113	0.0002036528231399	George	m
yale.39002009910416	Bruun, Daniel	Bruun, Daniel	1856-1931.	1898.0	1898.0	s	1898	    	London;W. Thacker & co; [etc., etc.;1898.	1898			Description and travel|Tunisia|Ethnology|Cave dwellers	Tunisia	DT249.B91	4619598.0	enk	1608810	1	1.0	1.0			The cave dwellers of southern Tunisia; | recollections of a sojourn with the Khalifa of Matmata; | $c: translated from the Danish of Daniel Bruun by L. A. E. B.		True	The cave dwellers of southern Tunisia; recollections of a sojourn with the Khalifa of Matmata;	0.8955128235078988	0.4793584434831652	Daniel	m
mdp.39015031309894	Stevenson, Robert Louis	Stevenson, Robert Louis	1850-1894.	1898.0	1894.0	s	1898	    	London;Chatto & Windus;1898.	1898						14879632.0	enk	1775066	1	1.0	1.0			The Stevenson reader; | selected passages from the works of Robert Louis Stevenson, | $c: ed. by Lloyd Osbourne ...		True	The Stevenson reader; selected passages from the works of Robert Louis Stevenson	0.0	0.0	Robert	m
mdp.39015031305421	Simpson, Evelyn Blantyre	Simpson, Evelyn Blantyre	1856-	1898.0	1898.0	s	1898	    	London;Hodder and Stoughton;1898.	1898			Stevenson, Robert Louis|1850-1894			2420515.0	enk	1775133	1	1.0	1.0			Robert Louis Stevenson's Edinburgh days, | $c: by E. Blantyre Simpson ...		True	Robert Louis Stevenson's Edinburgh days	0.3349006576492868	0.1638923911607426	Evelyn	f
mdp.39015016922042	Stoker, Bram	Stoker, Bram	1847-1912.	1898.0	1898.0	s	1898	    	London;C.A. Pearson limited.;1898.	1898						2100778.0	enk	1775150	1	1.0	1.0			Miss Betty ...		True	Miss Betty	0.0287733820028524	0.0437828077996886	Bram	m
uva.x030581203	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1898.0	1863.0	m	1902	1906	London;Smith Elder & co.;1902-06.	1902-1906	"The biographical ed.]|v. 1. Vanity fair.--v. 2. The history of Pendennis.--v. 3. The memoirs of Mr. Charles J. Yellowplush; the great Hoggarty diamond--v. 4. The memoirs of Barry Lyndon, esq. The Fitz-Boodle papers. Men's wives.--v. 5. Sketch books.--v. 6. Contributions to ""Punch.""--v. 7. The history of Henry Esmond, esq. and the lectures.--v. 8. The Newcomes.--v. 9. The Christmas books of Mr. M. A. Titmarsh--v. 10. The Virginians.--v. 11. The adventures of Philip.--v. 12. The Wolves and the la"					3909426.0	enk	1775434	2	2.0	2.0	v.6	6.0	The works of William Makepeace Thackeray; | $c: with biographical introductions by his daughter, Anne Ritchie [and illustrations by the author and others.	"Contributions to ""Punch."""	False	"Contributions to ""Punch."""	0.6714363330240963	0.2934382596299809	William	m
uva.x030581206	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1898.0	1863.0	m	1902	1906	London;Smith Elder & co.;1902-06.	1902-1906	"The biographical ed.]|v. 1. Vanity fair.--v. 2. The history of Pendennis.--v. 3. The memoirs of Mr. Charles J. Yellowplush; the great Hoggarty diamond--v. 4. The memoirs of Barry Lyndon, esq. The Fitz-Boodle papers. Men's wives.--v. 5. Sketch books.--v. 6. Contributions to ""Punch.""--v. 7. The history of Henry Esmond, esq. and the lectures.--v. 8. The Newcomes.--v. 9. The Christmas books of Mr. M. A. Titmarsh--v. 10. The Virginians.--v. 11. The adventures of Philip.--v. 12. The Wolves and the la"					3909426.0	enk	1775434	2	2.0	2.0	v.12	12.0	The works of William Makepeace Thackeray; | $c: with biographical introductions by his daughter, Anne Ritchie [and illustrations by the author and others.	The Wolves and the la	False	The Wolves and the la	0.476279017684122	0.2741160250312908	William	m
mdp.39015033171839	Bourget, P.C.J	Bourget, P.C.J		1898.0	1898.0	s	1898	    	London;New York;Downey & co.;1898].	1898						38652569.0	enk	1793039	1	1.0	1.0			Some portraits of women (Voyageuses). | $c: Tr. by William Marchant.		True	Some portraits of women (Voyageuses)	0.3726781389603607	0.0179501095455997	Pcj	unknown
mdp.39015005611028	Flaubert, Gustave	Flaubert, Gustave	1821-1880.	1898.0	1880.0	s	1898	    	London;H. S. Nichols, ltd;1898.	1898	Authorised ed.,|tr. from the French, with an introduction, by D. F. Hannigan ... Illustrated with seventeen original designs after S. Górski ...					603596.0	enk	1795487	1	1.0	1.0	V.1	1.0	Sentimental education; | a young man's history.		True	Sentimental education; a young man's history	0.2270208407388548	0.0155806152595811	Gustave	m
mdp.39015078546390				1898.0	1898.0	s	1898	    	London;E. Lloyd, limited;1898.	1898			Grin, Henri Louis|1847-1921			62602196.0	enk	1876761	1	1.0	1.0			"Grien on Rougemont; | or, The story of a modern Robinson Crusoe. As told in the pages of the ""Daily chronicle."" | $c: Illustrated by ten humorous drawings by Phil May, and other pictures. Also a pantomime sketch by Barry Pain."		True	"Grien on Rougemont; or, The story of a modern Robinson Crusoe. As told in the pages of the ""Daily chronicle."""	0.5546131022466431	0.0078058972618022		unknown
njp.32101072889726	Perlesvaus	Perlesvaus		1898.0	1898.0	s	1898	    	London;J. M. Dent and co.;1898.	1898	[2d ed.]		Arthurian romances|Romances|Legends|Grail|Edition Perceval			7030301.0	enk	2104759	1	2.0	2.0	v.1	1.0	The high history of the Holy Graal, | $c: translated from the French by Sebastian Evans.		True	The high history of the Holy Graal	0.0606391214991538	0.8429930209610638	Perlesvaus	unknown
njp.32101072889734	Perlesvaus	Perlesvaus		1898.0	1898.0	s	1898	    	London;J. M. Dent and co.;1898.	1898	[2d ed.]		Grail|Legends			7030301.0	enk	2104759	1	1.0	1.0	v.2	2.0	The high history of the Holy Graal, | $c: translated from the French by Sebastian Evans.	d ed	True	d ed	0.0332362026446851	0.8767388035064883	Perlesvaus	unknown
nyp.33433074927066	Becke, Louis	Becke, Louis	1855-1913.	1898.0	1898.0	s	1898	    	London;T. Fisher Unwin;1898.	1898	"Rodman the boatsteerer.--A point of theology on Maduro.--A man of impulse.--The trader.--Mrs. Clinton.--The cutting off of the ""Queen Charlotte"".--The slavers.--A question of precedence.--A touch of the tar brush.--The trader's wife.--Nina.--The East Indian cousin.--Proctor the drunkard.--A Ponapean convenance.--In the king's service.--Oxley, the privateers-man.--The escapee.--Ema, the half-blood.- Leassé.--The trouble with Jinaban."	Novel		Oceania		8499491.0	enk	2644814	3	4.0	3.0			Rodman the boatsteerer and other stories.		True	Rodman the boatsteerer and other stories	0.3361637683870033	0.0159427354129624	Louis	m
uc2.ark+=13960=t9p26rn3h				1898.0	1898.0	s	1898	    	London;New York;Longmans, Green;1898, t.p. 1901.	1898			Children's stories, English			6440534.0	enk	5872694	1	1.0	1.0			Yule logs		True	Yule logs	0.1441341322749965	0.3391911971968676		unknown
wu.89098012180	Birdsall, Anna Huntington	Birdsall, Anna Huntington		1898.0	1898.0	s	1898	    	London;New York;F. Tennyson Neely;1898.	1898						24613908.0	enk	5946352	1	1.0	1.0			A conflict of sex : | a novel / | $c: by Anna Huntington Birdsall.		True	A conflict of sex : a novel	0.041260000682988	0.0032209062442736	Anna	f
uc2.ark+=13960=t4qj7dt1s	Zangwill, Israel	Zangwill, Israel	1864-1926.	1898.0	1898.0	s	1898	    	London;Heinemann;1898.	1898						5434324.0	enk	6058962	2	5.0	5.0			The celibates' club;		True	The celibates' club;	0.2917557041875271	0.0061721263495729	Israel	m
inu.30000009673132	Walker, William Sylvester	Walker, William Sylvester	1846-1926.	1898.0	1898.0	s	1898	    	London;J. Long;1898.	1898	2nd ed.				PR9619.2.W32W45 1898	7403454.0	enk	6061491	1	1.0	1.0			"When the mopoke calls / | $c: by William S. Walker (""Coo-ee"") ; with illustrations by Simon H. Vedder."		True	When the mopoke calls	0.7973240474280011	0.0193301016072342	William	m
inu.32000006981809	Sir, Scott, Walter	Scott, Walter, Sir	1771-1832.	1898.0	1832.0	m	1898	1899	London;John C. Nimmo;1898-1899	1898-1899	Large type Border edition|[ed. by Andrew Lang.					13135438.0	enk	6061657	1	1.0	1.0	v.1	1.0	Waverley novels.		False	Waverley novels	0.1720335989562508	0.0110917681697712	Walter	m
inu.32000009126857	Oppenheim, E. Phillips (Edward Phillips)	Oppenheim, E. Phillips (Edward Phillips)	1866-1946.	1898.0	1898.0	s	1898	    	London;Ward, Lock & Co.;1898	1898						3023101.0	enk	6063949	1	2.0	1.0			As a man lives / | $c: by E. Phillips Oppenheim ; illustrated by Stanley L. Wood.		True	As a man lives	0.1230673463341194	0.0282552476015143	Edward	m
uc1.$b794362	Simpson, E. Blantyre	Simpson, E. Blantyre (Evelyn Blantyre)	1856-1920.	1898.0	1898.0	s	1898	    	London;Hodder and Stoughton;1898.	1898			Stevenson, Robert Louis|1850-1894			21497423.0	enk	6102558	1	3.0	3.0			Robert Louis Stevenson's Edinburgh days		True	Robert Louis Stevenson's Edinburgh days	0.3130660456728497	0.1993219090940429	Evelyn	f
uc2.ark+=13960=t4nk3f66r	Margueritte, Paul	Margueritte, Paul	1860-1918.	1898.0	1898.0	s	1898	    	London;Chatto & Windus;1898.	1898			Franco-Prussian War, 1870-1871			37732195.0	enk	6111098	2	2.0	2.0			The disaster		True	The disaster	0.1627828773696985	0.0251604503405793	Paul	m
uc1.b3324628	Lombard, Louis	Lombard, Louis	1861-1927.	1898.0	1898.0	s	1898	    	London;F. Tennyson Neely;1898.	1898						5522125.0	xxk	6131077	1	4.0	4.0			The vicious virtuoso / | $c: by Louis Lombard.		True	The vicious virtuoso	0.4372969520597164	0.0714517979692362	Louis	m
uc2.ark+=13960=t0wq02b69	Tourneur,Nigel	Tourneur,Nigel		1898.0	1898.0	s	1898	    	London;L. Smithers;1898.	1898					PZ3.T6464	6979653.0	enk	6131461	1	1.0	1.0			Hidden witchery		True	Hidden witchery	0.2269155466547193	0.0692845312230278	Nigel	m
uc2.ark+=13960=t5db84781	Suffling, Ernest R	Suffling, Ernest R		1898.0	1898.0	s	1898	    	London;Jarrold and Sons;1898.	1898			Channel Islands|Jethou			49696572.0	enk	6131523	2	2.0	2.0			Jethou		True	Jethou	0.8301567009115098	0.4513279981769734	Ernest	m
uc1.b4102128	Cholmondeley, Mary	Cholmondeley, Mary	1859-1925.	1898.0	1898.0	s	1898	    	London;R. Bentley;1898.	1898	A new ed.					21086701.0	enk	6154920	1	3.0	3.0			The Danvers jewels / | $c: by Mary Cholmondeley.		True	The Danvers jewels	0.1265900431306943	0.1302504513947826	Mary	f
uc1.b4102891	Becke, Louis	Becke, Louis	1855-1913.	1898.0	1898.0	s	1898	    	London;T. Fisher Unwin;1898.	1898			Bounty (Ship)	Pitcairn Island		8497820.0	enk	6155255	1	1.0	1.0			The mutineer; a romance of Pitcairn Island, | $c: by Louis Becke and Walter Jeffery.		True	The mutineer; a romance of Pitcairn Island	0.6840784714347229	0.0005912320543408	Louis	m
uc1.b4102904	Whyte-Melville, G. J. (George John)	Whyte-Melville, G. J. (George John)	1821-1878.	1898.0	1878.0	s	1898	    	London;New York;Ward, Lock;1898	1898						22926802.0	enk	6155262	1	1.0	1.0			Cerise, | a tale of the last century. | $c: Illustrated by G. P. Jacomb-Hood.		True	Cerise, a tale of the last century	0.0748393049691997	0.0099400865751922	George	m
uc2.ark+=13960=t3kw59x2j	Lawless, Emily	Lawless, Emily	1845-1913.	1898.0	1898.0	s	1898	    	London;Methuen;1898.	1898						5638832.0	enk	6156289	2	2.0	2.0			Traits and confidences		True	Traits and confidences	0.4436331128864989	0.0077356420374458	Emily	f
uc1.b4500379	Armour, Margaret	Armour, Margaret		1898.0	1898.0	s	1898	    	London;J. Shiells & Co.;1898.	1898							enk	6250029	2	2.0	2.0			The eerie book; | $c: ed. by Margaret Armour. xv full page illvstrations by W. B. MacDovgall.		True	The eerie book;	0.2341229536399881	0.0385498244196582	Margaret	f
uc1.$b244810	Shiel, M. P	Shiel, M. P. (Matthew Phipps)	1865-1947.	1898.0	1898.0	s	1898	    	London;Grant Richards;1898.	1898			Imaginary wars and battles			599666.0	enk	6499036	2	3.0	2.0			The yellow danger		True	The yellow danger	0.5071032631973309	0.055324537301303	Matthew	m
uc2.ark+=13960=t3jw8982v	Boldrewood, Rolf	Boldrewood, Rolf	1826-1915.	1898.0	1898.0	s	1898	    	London;Macmillan;1898.	1898						5080749.0	enk	6502107	2	3.0	3.0			A romance of Canvas Town		True	A romance of Canvas Town	0.3502540553257334	0.0520826816427475	Rolf	m
uc2.ark+=13960=t9z03285x	Farjeon, B. L	Farjeon, B. L. (Benjamin Leopold)	1833-1903.	1898.0	1898.0	s	1898	    	London;Hutchinson;1898.	1898						30210626.0	enk	6502209	2	2.0	2.0			Grif		True	Grif	0.1439442985035073	0.0733443655700627	Benjamin	m
uc1.$b298813	Gordon, Samuel	Gordon, Samuel	1871-1927.	1898.0	1898.0	s	1898	    	London;Greenburg & Co.;1898.	1898						27037005.0	enk	6532610	2	2.0	2.0			Daughters of Shem and other stories		True	Daughters of Shem and other stories	0.0443573725031133	0.0666431912557335	Samuel	m
uc2.ark+=13960=t4sj1f58d	Brailsford, Henry Noel	Brailsford, Henry Noel		1898.0	1898.0	s	1898	    	London;William Heinemann;1898.	1898						3952496.0	enk	6533174	2	2.0	2.0			The broom of the war-god		True	The broom of the war-god	0.0325930628946936	0.0431793626038565	Henry	m
uc2.ark+=13960=t4sj1cr3s	Swettenham, Frank Athelstane	Swettenham, Frank Athelstane, Sir	1850-1946.	1898.0	1898.0	s	1898	    	London;New York;J. Lane;1898.	1898			Letters|English letters			2200944.0	enk	6561268	2	5.0	5.0			Unaddressed letters		True	Unaddressed letters	0.805300889246759	0.0270146892642055	Frank	m
uc1.$b112625	Gerrare, Wirt	Gerrare, Wirt		1898.0	1898.0	s	1898	    	London;W. W. Greener;1898.	1898					PZ3.G837W	6810619.0	enk	6607498	2	2.0	2.0			The Warstock		True	The Warstock	0.1161616745364843	0.0113412726182571	Wirt	unknown
uc1.$b112780	Flowerdew, Herbert	Flowerdew, Herbert		1898.0	1898.0	s	1898	    	London;New York;J. Lane;1898.	1898						21316999.0	enk	6607574	2	2.0	2.0			A celibate's wife		True	A celibate's wife	0.085979038461406	0.0019204291295955	Herbert	m
uc1.b3550188	Anstey, F	Anstey, F	1856-1934.	1898.0	1898.0	s	1898	    	London;New York;Harper;1898.	1898						3080016.0	enk	6672975	1	1.0	1.0			The tinted Venus : | a farcical romance / | $c: by F. Anstey [i.e. T.A. Guthrie] ; illustrated by Bernard Partridge.		True	The tinted Venus : a farcical romance	0.0886042978194393	0.1242309402985814	F	unknown
uc1.b3578776	Housman, Laurence	Housman, Laurence	1865-1959.	1898.0	1898.0	s	1898	    	London;K. Paul, Trench, Tr?_bner;1898.	1898	The bound princess.--The crown's warranty.--The wishing-pot.--The feeding of the emigrants.--The passionate puppets.					10636053.0	enk	6678181	2	2.0	2.0			The field of clover / | $c: by Laurence Housman; engraved by Clemence Housman.		True	The field of clover	0.1062066609409922	0.9889440171160804	Laurence	f
uc1.b3581529	Marsh, Richard	Marsh, Richard	d. 1915.	1898.0	1898.0	s	1898	    	London;J. Bowden;1898?	1898						9333253.0	enk	6678794	2	2.0	2.0			Tom Ossington's ghost. | $c: With illustrations by Harold Piffard.		True	Tom Ossington's ghost	0.2023602853417126	0.0303542149106183	Richard	m
uc1.b3044699	Whyte-Melville, G. J. (George John)	Whyte-Melville, G. J. (George John)	1821-1878.	1898.0	1878.0	m	1898	1902	London;W. Thacker;Calcutta;Thacker, Spink;1898-1902.	1898-1902	[v.1] Cerise.--[v.2] General Bounce.--[v.3] Good for nothing.--[v.4] Holmby house.--[v.5] The interpreter.--[v.6] Kate Coventry.--[v.7] Riding recollections.--[v.8] Sarachedon.--[v.9] Sister Louise. Rosine.					3967109.0	enk	7313579	1	1.0	1.0	v.2	2.0	The works of G.J. Whyte-Melville / | $c: edited by Sir Herbert Maxwell.	General Bounce	True	General Bounce	0.1700614458128295	0.0147043515450651	George	m
